Posting Type,# Of Positions,Business Title,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit
External,1,COMPUTER ASSOC (SOFTWARE),"Technology, Data & Innovation",F,69618,96898,Annual,"335 Adams Street, Brooklyn Ny",Executive Management
External,6,Senior Cybersecurity Operations Analyst,"Technology, Data & Innovation",,75000,135000,Annual,2 Metro Tech,Information Security
Internal,6,Senior Cybersecurity Operations Analyst,"Technology, Data & Innovation",,75000,135000,Annual,2 Metro Tech,Information Security
External,1,In-House EHSO,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,46010,65071,Annual,96-05 Horace Harding Expway,Concrete Quality Control
Internal,1,In-House EHSO,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,46010,65071,Annual,96-05 Horace Harding Expway,Concrete Quality Control
External,1,Agency Attorney,Social Services,F,73938,85335,Annual,"150 William Street, New York N",DYFJ Central
Internal,1,Agency Attorney,Social Services,F,73938,85335,Annual,"150 William Street, New York N",DYFJ Central
External,1,Claims Analyst,"Engineering, Architecture, & Planning",F,58152,74479,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
Internal,1,Claims Analyst,"Engineering, Architecture, & Planning",F,58152,74479,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
External,5,Criminalist IB,Health,F,53493,53493,Annual,421 East 26th Street NY NY,OCME-DNA
Internal,5,Criminalist IB,Health,F,53493,53493,Annual,421 East 26th Street NY NY,OCME-DNA
Internal,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
External,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,63031,168433,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
External,1,Prosecuting Attorney,Legal Affairs,F,58716,67523,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division
Internal,1,Prosecuting Attorney,Legal Affairs,F,58716,67523,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division
External,2,Administrative Assistant,Administration & Human Resources,F,49390,71794,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
Internal,2,Administrative Assistant,Administration & Human Resources,F,49390,71794,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
External,1,Administrative Assistant,Administration & Human Resources,F,50000,61000,Annual,"120 Broadway, New York, NY",Counsel
Internal,1,Administrative Assistant,Administration & Human Resources,F,50000,61000,Annual,"120 Broadway, New York, NY",Counsel
Internal,1,Case Analyst,Social Services,F,78763,81655,Annual,"150 William Street, New York N",Accountability Office
External,2,Engineer-in-Charge,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
Internal,2,Engineer-in-Charge,"Engineering, Architecture, & Planning",F,78210,108657,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency
External,30,Housing Assistant,Administration & Human Resources Social Services,F,36396,58987,Annual,Manhattan Floating Staff,Manhattan Property Management
Internal,30,Housing Assistant,Administration & Human Resources Social Services,F,36396,58987,Annual,Manhattan Floating Staff,Manhattan Property Management
External,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",F,55416,63728,Annual,96-05 Horace Harding Expway,Rev Construction Compliance
Internal,1,Assistant Civil Engineer,"Engineering, Architecture, & Planning",F,55416,63728,Annual,96-05 Horace Harding Expway,Rev Construction Compliance
External,1,Operations Manager,"Finance, Accounting, & Procurement",F,80000,120000,Annual,Capital Projects-VP,VP for Project Management
Internal,1,Operations Manager,"Finance, Accounting, & Procurement",F,80000,120000,Annual,Capital Projects-VP,VP for Project Management
Internal,1,DEPUTY DIRECTOR -  Strategic Initiatives &Analysis,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,56990,156829,Annual,Budget-Office Of Director,Financial Planning & Analysis
External,1,DEPUTY DIRECTOR -  Strategic Initiatives &Analysis,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,56990,156829,Annual,Budget-Office Of Director,Financial Planning & Analysis
Internal,5,Staff Analyst,"Administration & Human Resources Public Safety, Inspections, & Enforcement",F,58152,74479,Annual,Visual Assessment/Remediation,Lead Hazard Control Department
External,5,Staff Analyst,"Administration & Human Resources Public Safety, Inspections, & Enforcement",F,58152,74479,Annual,Visual Assessment/Remediation,Lead Hazard Control Department
Internal,1,PARALEGAL AIDE - LEVEL 2,Constituent Services & Community Programs Legal Affairs,F,41939,58688,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn
Internal,1,PARALEGAL AIDE - LEVEL 2,Constituent Services & Community Programs Legal Affairs,F,41939,58688,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn
Internal,1,Information Security Data Protection Manager,"Technology, Data & Innovation",F,96020,140000,Annual,2 Metro Tech,Information Security
Internal,1,Information Security Manager (Vulnerability Management),"Technology, Data & Innovation",,75000,140000,Annual,2 Metro Tech,Information Security
External,1,Human Capital Summer College Intern,Administration & Human Resources,P,17.5,17.5,Hourly,"120 Broadway, New York, NY",Human Capital
Internal,1,Human Capital Summer College Intern,Administration & Human Resources,P,17.5,17.5,Hourly,"120 Broadway, New York, NY",Human Capital
External,1,Assistant Counsel,Legal Affairs,,57944,70353,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens
Internal,1,Assistant Counsel,Legal Affairs,,57944,70353,Annual,"120-55 Queens Blvd, Queens Ny",Borough President - Queens
External,1,"Emergency Field Operations Coordinator,",Health,F,45250,74500,Annual,42-09 28th Street,EPR-EMR. Field Ops
Internal,1,"Emergency Field Operations Coordinator,",Health,F,45250,74500,Annual,42-09 28th Street,EPR-EMR. Field Ops
Internal,1,Environmental Health and Safety Officer,"Health Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,145000,180000,Annual,Office Of The Chair,Office of the Chair
External,1,Environmental Health and Safety Officer,"Health Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,145000,180000,Annual,Office Of The Chair,Office of the Chair
External,1,VP- Operations,Building Operations & Maintenance,F,86346,217244,Annual,Office of the Vice-President,"VP PHO-BK, MF, QN/SI, P&PD"
Internal,1,VP- Operations,Building Operations & Maintenance,F,86346,217244,Annual,Office of the Vice-President,"VP PHO-BK, MF, QN/SI, P&PD"
Internal,1,VP - Operations,Building Operations & Maintenance,F,86346,217244,Annual,Office of the Vice-President,"VP PHO-BX, MN, NEXTGEN OPS1"
External,1,VP - Operations,Building Operations & Maintenance,F,86346,217244,Annual,Office of the Vice-President,"VP PHO-BX, MN, NEXTGEN OPS1"
Internal,1,Deputy Chief of Facilities - Services,Administration & Human Resources Building Operations & Maintenance,F,65731,75591,Annual,"100 Church St., N.Y.",Admin Services
Internal,1,Supply Clerk,Administration & Human Resources Building Operations & Maintenance,F,35330,40629,Annual,"100 Church St., N.Y.",Admin Services
External,2,Budget Analyst,"Administration & Human Resources Finance, Accounting, & Procurement",F,56990,66463,Annual,80 Maiden Lane,Budget
Internal,2,Budget Analyst,"Administration & Human Resources Finance, Accounting, & Procurement",F,56990,66463,Annual,80 Maiden Lane,Budget
Internal,1,Staten Island Office Deputy Director,"Administration & Human Resources Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Policy, Research & Analysis",F,90000,100000,Annual,"130 Stuyvesant Place, S.I.",Staten Island Office
Internal,2,Policy Advisor,"Policy, Research & Analysis",F,73305,84301,Annual,253 Broadway New York Ny,CEQR
External,2,Policy Advisor,"Policy, Research & Analysis",F,73305,84301,Annual,253 Broadway New York Ny,CEQR
Internal,1,"Deputy Chief of Facilities, Supplies & Technical Support","Administration & Human Resources Technology, Data & Innovation Building Operations & Maintenance",F,65731,75591,Annual,"100 Church St., N.Y.",Admin Services
Internal,1,OFFICE ASSISTANT,Administration & Human Resources Social Services,F,35330,40629,Annual,375 Pearl Street,General Support Services-NM
Internal,1,AGENCY ATTORNEY 03,Legal Affairs,P,73938,89153,Annual,Law Dept-Civil Litigation,Law Department
External,1,AGENCY ATTORNEY 03,Legal Affairs,P,73938,89153,Annual,Law Dept-Civil Litigation,Law Department
Internal,1,ASBESTOS HAZARD INVESTIGATOR,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,52825,79267,Annual,Tech Svcs-CSS,Technical Services Department
External,1,ASBESTOS HAZARD INVESTIGATOR,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,52825,79267,Annual,Tech Svcs-CSS,Technical Services Department
External,1,OFFICE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,65783,95270,Annual,"71 Smith Avenue, Kingston, Ny",I.F.A.-Sources Construction
Internal,1,OFFICE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,65783,95270,Annual,"71 Smith Avenue, Kingston, Ny",I.F.A.-Sources Construction
External,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
Internal,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
External,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
Internal,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,87490,118610,Annual,96-05 Horace Harding Expway,EDC - Water For The Future
Internal,1,executive Vice President for Operations,Building Operations & Maintenance,F,103620,234402,Annual,Operations-EVP,Office of EVP - Operations
External,1,executive Vice President for Operations,Building Operations & Maintenance,F,103620,234402,Annual,Operations-EVP,Office of EVP - Operations
Internal,1,Graphic Designer,Communications & Intergovernmental Affairs,F,57125,97233,Annual,30-30 Thomson Ave L I City Qns,Executive - Various
External,1,Graphic Designer,Communications & Intergovernmental Affairs,F,57125,97233,Annual,30-30 Thomson Ave L I City Qns,Executive - Various
External,1,STRATEGIC PROJECTS MANAGER,Constituent Services & Community Programs,F,52524,81535,Annual,OFC OF PUBLIC/PRIVATE PARTNERS,Public/Private Partnerships
Internal,1,STRATEGIC PROJECTS MANAGER,Constituent Services & Community Programs,F,52524,81535,Annual,OFC OF PUBLIC/PRIVATE PARTNERS,Public/Private Partnerships
Internal,1,Agency Security Director,Administration & Human Resources,F,94392,94392,Annual,"100 Church St., N.Y.",Admin Services
Internal,1,Agency Security Director,Administration & Human Resources,F,94392,94392,Annual,"100 Church St., N.Y.",Admin Services
External,1,Inclusion Education Reserch intern,"Policy, Research & Analysis",P,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education
Internal,1,Inclusion Education Reserch intern,"Policy, Research & Analysis",P,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education
Internal,1,Driver Education Program Intern,"Policy, Research & Analysis",P,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education
External,1,Driver Education Program Intern,"Policy, Research & Analysis",P,15.5,19.9,Hourly,"33 Beaver St, New York Ny",Office of Driver Education
Internal,20,Criminalist III,Health,F,79802,79802,Annual,421 East 26th Street NY NY,OCME-DNA
External,2,Director,"Engineering, Architecture, & Planning",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various
Internal,2,Director,"Engineering, Architecture, & Planning",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various
External,1,Resident Engineer/Accountable Manager,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,72476,106222,Annual,"2389 Route 28A, Shokan, Ny",I.F.A.-Sources Construction
Internal,1,Resident Engineer/Accountable Manager,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,72476,106222,Annual,"2389 Route 28A, Shokan, Ny",I.F.A.-Sources Construction
External,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",,52000,57403,Annual,96-05 Horace Harding Expway,Rev Construction Compliance
Internal,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",,52000,57403,Annual,96-05 Horace Harding Expway,Rev Construction Compliance
Internal,1,Construction Project Manager,"Public Safety, Inspections, & Enforcement",,69963,118610,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra
External,1,Construction Project Manager,"Public Safety, Inspections, & Enforcement",,69963,118610,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra
Internal,2,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",F,58716,89638,Annual,59-17 Junction Blvd Corona Ny,LongTerm Planning&Sustainablty
External,2,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",F,58716,89638,Annual,59-17 Junction Blvd Corona Ny,LongTerm Planning&Sustainablty
Internal,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",F,43799,50000,Annual,80 Maiden Lane,Default
External,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",F,43799,50000,Annual,80 Maiden Lane,Default
External,1,"DIRECTOR, WORKFORCE1 CANDIDATE SERVICES",Constituent Services & Community Programs,F,34.6324,43.34,Hourly,110 William St. N Y,Center Based Programs
Internal,1,"DIRECTOR, WORKFORCE1 CANDIDATE SERVICES",Constituent Services & Community Programs,F,34.6324,43.34,Hourly,110 William St. N Y,Center Based Programs
External,1,"DIRECTOR, DATABASE MANAGEMENT","Technology, Data & Innovation",F,63031,100000,Annual,110 William St. N Y,Technology
Internal,1,"DIRECTOR, DATABASE MANAGEMENT","Technology, Data & Innovation",F,63031,100000,Annual,110 William St. N Y,Technology
External,1,Unit Head  Department for the Aging (DFTA) / Department for Youth and Community Development (DYCD),"Finance, Accounting, & Procurement Health Policy, Research & Analysis Social Services",F,95522,95522,Annual,255 Greenwich Street,Social Services
Internal,1,Unit Head  Department for the Aging (DFTA) / Department for Youth and Community Development (DYCD),"Finance, Accounting, & Procurement Health Policy, Research & Analysis Social Services",F,95522,95522,Annual,255 Greenwich Street,Social Services
Internal,1,Supervisor of the Payroll NYCAPS Unit,Administration & Human Resources,F,56798,60000,Annual,59-17 Junction Blvd Corona Ny,Administration/Payroll Office
Internal,1,Water Use Inspector,"Public Safety, Inspections, & Enforcement",F,43550,60489,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng
External,1,Water Use Inspector,"Public Safety, Inspections, & Enforcement",F,43550,60489,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng
Internal,1,CARPENTER,Building Operations & Maintenance,F,356.16,356.16,Daily,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office
External,1,CARPENTER,Building Operations & Maintenance,F,356.16,356.16,Daily,"52-35 58Th St., Woodside, Ny",Bldg Mgnt Office
External,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,87490,118610,Annual,"465 Columbus Ave. Valhalla, Ny",I.F.A.-Sources Construction
